X,Y,incident_id,incident_location,call_source,call_description,category,priority,call_group,call_code,called_at,intake_time,dispatch_time,travel_time,on_scene_time,total_response_time,total_time,zip_code,precinct,scout_car_area,neighborhood_name,council_district,longitude,latitude,ESRI_OID
-82.94981448,42.39875439,2.02237E+11,Beaconsfield St & E Warren Ave,W911 ,PERSON WITH WEAPON,WEAPON  ,2,5PCT  ,345020,2023/01/01 04:59:53+00,1.1,45.5,7.1,4.2,78.6,82.8,48224,5,504,Morningside,4,-82.94981448,42.39875439,513645
-83.12845407,42.39660959,2.02237E+11,Ewald Cir & Kendall St,W911 ,SHOTS FIRED IP,SHOTS IP,1,10PCT ,342010,2023/01/01 04:59:22+00,0.5,37.2,1.5,7.8,39.5,47.3,48238,10,1003,Oakman Blvd Community,2,-83.12845407,42.39660959,513646
-83.2015134,42.35082683,2.02237E+11,Tireman St & Rutherford St,W911 ,ARSON I/P,ARSON   ,1,6PCT  ,834010,2023/01/01 04:59:18+00,1.4,16.4,5.9,56.6,180.1,236.7,48228,6,611,Warren Ave Community,7,-83.2015134,42.35082683,513647
-83.11190829,42.37821093,2.02237E+11,Linwood St & W Boston Blvd,W911 ,RECOVER AUTO,RECAUTO ,3,10PCT ,374030,2023/01/01 04:58:23+00,1.7,86.5,3.2,90.1,92.1,182.3,48206,10,1005,Dexter-Linwood,5,-83.11190829,42.37821093,513648
-83.04389258,42.33684681,2.02237E+11,Beaubien St & Gratiot Ave,W911 ,DV A/B I/P-J/H,DV A/B  ,1,3PCT  ,397010,2023/01/01 04:58:15+00,1.7,3.9,0.5,6.7,20.1,26.7,48226,3,312,Downtown,5,-83.04389258,42.33684681,513649
-83.20759715,42.43747128,2.02237E+11,Pembroke Ave & Saint Marys St,W911 ,SHOTS FIRED IP,SHOTS IP,1,8PCT  ,342010,2023/01/01 04:57:35+00,0.9,88.1,1.3,1.7,90.4,92.1,48235,8,804,Greenfield,2,-83.20759715,42.43747128,513650
-83.14148125,42.38114378,2.02237E+11,Fullerton St & Santa Rosa Dr,W911 ,INVESTIGATE PERSON,INVPERS ,3,10PCT ,843030,2023/01/01 04:57:31+00,0.8,80,0.9,9.9,81.7,91.6,48238,10,1002,Oakman Blvd Community,7,-83.14148125,42.38114378,513651
-83.11737537,42.38613138,2.02237E+11,Richton St & Linwood St,PHONE,DISTURBANCE,DISTURB ,3,10PCT ,825030,2023/01/01 04:56:47+00,1,79.1,4,5.5,85.1,90.6,48206,10,1005,Dexter-Linwood,5,-83.11737537,42.38613138,513652
-82.91361155,42.41843008,2.02237E+11,Moross Rd & Northdeuft Blvd,E911 ,SHOOTING/CUTTING/PENT WND RPT,GSWRPT  ,2,5PCT  ,341020,2023/01/01 04:56:41+00,1.4,5.7,0,207.9,8.8,216.7,48236,5,505,Cornerstone Village,4,-82.91361154,42.41843008,513653
-83.12758876,42.31716182,2.02237E+11,Dix St & Central St,W911 ,SHOTS FIRED IP,SHOTS IP,1,4PCT  ,342010,2023/01/01 04:54:54+00,0.6,48.8,1.9,2.5,51.7,54.2,48209,4,407,Springwells,6,-83.12758876,42.31716182,513654
-82.92994975,42.40006722,2.02237E+11,Waveney St & Bishop St,W911 ,SHOTS FIRED IP,SHOTS IP,1,5PCT  ,342010,2023/01/01 04:54:38+00,1,236.8,2.8,12.9,240.7,253.6,48224,5,507,East English Village,4,-82.92994975,42.40006722,513655
-83.24140935,42.39573764,2.02237E+11,Stout St & Eaton St,W911 ,SHOTS FIRED IP,SHOTS IP,1,6PCT  ,342010,2023/01/01 04:53:01+00,1,106.5,0,1.2,115.5,116.7,48223,6,602,Brightmoor,1,-83.24140935,42.39573764,513656
-83.11764691,42.38652172,2.02237E+11,Cortland St & Linwood St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,10PCT ,843020,2023/01/01 04:52:21+00,0.8,90.4,0,16.1,91.3,107.4,48206,10,1005,Dexter-Linwood,5,-83.11764691,42.38652172,513657
-82.96313754,42.40596527,2.02237E+11,Philip St & Evanston St,W911 ,SHOOTING/CUTTING/PENT WOUND,GSWCUT  ,1,9PCT  ,341010,2023/01/01 04:50:54+00,0,8.6,19.9,453,28.5,481.4,48224,9,911,Outer Drive-Hayes,4,-82.96313754,42.40596527,513658
-83.06835183,42.43562898,2.02237E+11,Revere St & Emery St,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,11PCT ,347020,2023/01/01 04:50:42+00,2.6,140.8,9.9,19.5,190.9,210.4,48234,11,1102,Pershing,3,-83.06835183,42.43562898,513659
-83.11764691,42.38652172,2.02237E+11,Cortland St & Linwood St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,10PCT ,843020,2023/01/01 04:47:42+00,1.5,85.6,6.1,2.2,93.5,95.7,48206,10,1005,Dexter-Linwood,5,-83.11764691,42.38652172,513660
-83.28098275,42.41443511,2.02237E+11,Lenore Ave & W McNichols Rd,W911 ,AUTO X OR PED X - INJURIES,ACCINJ  ,1,8PCT  ,811010,2023/01/01 04:47:31+00,0,79.8,4.5,43.2,84.3,127.5,48219,8,809,The Eye,1,-83.28098275,42.41443511,513661
-83.17947067,42.40936901,2.02237E+11,Puritan St & Schaefer Hwy,W911 ,SHOTS FIRED IP,SHOTS IP,1,2PCT  ,342010,2023/01/01 04:46:08+00,1.1,20,23.3,5.9,70.7,76.5,48227,2,201,Harmony Village,2,-83.17947067,42.40936901,513662
-83.24498759,42.37185361,2.02237E+11,Pierson St & Plymouth Rd,W911 ,DISTURBANCE,DISTURB ,3,6PCT  ,825030,2023/01/01 04:45:03+00,2,153.9,0,1.6,156,157.5,48228,6,606,Franklin Park,7,-83.24498758,42.37185361,513663
-82.94503744,42.40461804,2.02237E+11,Southampton St & Haverhill St,W911 ,SHOTS FIRED IP,SHOTS IP,1,5PCT  ,342010,2023/01/01 04:43:40+00,1.9,188.7,6.1,3.4,196.7,200.1,48224,5,504,Morningside,4,-82.94503744,42.40461804,513664
-83.18378055,42.42553504,2.02237E+11,Pickford St & Stansbury St,W911 ,SHOOTING/CUTTING/PENT WOUND,GSWCUT  ,1,12PCT ,341010,2023/01/01 04:43:12+00,0,5.2,1.1,562.6,10.8,573.4,48235,12,1206,Winship,2,-83.18378054,42.42553504,513665
-83.20133382,42.36345776,2.02237E+11,Westfield St & Prevost St,W911 ,DV PRS WITH A WEAP I/P-J/H,PRS WEAP,1,6PCT  ,395010,2023/01/01 04:42:44+00,1.8,1.6,4.1,26.9,90.9,117.8,48228,6,608,Joy Community,7,-83.20133382,42.36345776,513666
-83.03020669,42.42504163,2.02237E+11,Iowa St & Carrie St,W911 ,SHOTS FIRED IP,SHOTS IP,1,11PCT ,342010,2023/01/01 04:42:17+00,0.4,26.2,19.9,12.3,73.1,85.4,48212,11,1109,Grant,3,-83.03020669,42.42504163,513667
-83.05118176,42.33168508,2.02237E+11,Michigan Ave & Washington Blvd,W911 ,CHILD(REN) HOME ALONE,HOMEALNE,2,3PCT  ,396021,2023/01/01 04:41:53+00,1.1,43,2.4,48,59,107,48226,3,311,Downtown,6,-83.05118175,42.33168508,513668
-83.17147235,42.42216116,2.02237E+11,Appoline St & Thatcher St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,12PCT ,843020,2023/01/01 04:41:38+00,2.1,353.9,2.8,3.4,358.9,362.2,48235,12,1207,Schulze,2,-83.17147235,42.42216116,513669
-82.98986637,42.43119296,2.02237E+11,Linnhurst St & Joann St,E911 ,MISSING SERIOUS,MISSSER ,1,9PCT  ,844010,2023/01/01 04:40:59+00,1.9,187.4,7.2,34.5,199.3,233.8,48205,9,905,Franklin,3,-82.98986637,42.43119296,513670
-83.12696317,42.36033463,2.02237E+11,Ironwood St & Linsdale St,W911 ,SUICIDE THREAT OR ABNORM BEHAV,PSYCH2  ,1,10PCT ,PSYCH2,2023/01/01 04:40:21+00,1.1,50.2,4,12.2,58.6,70.8,48204,10,1006,Midwest,6,-83.12696317,42.36033463,513671
-83.1664467,42.43130003,2.02237E+11,Mendota St & W 7 Mile Rd,W911 ,CHILD /  ADULT ABUSE,ABUSE   ,1,12PCT ,396010,2023/01/01 04:39:37+00,2.1,54.1,0,7.4,65.5,72.9,48221,12,1202,McDowell,2,-83.1664467,42.43130003,513672
-83.02346572,42.44390337,2.02237E+11,Millbank St & Bramford St,W911 ,MALICIOUS DESTRUCTION I/P,MDPIP   ,3,11PCT ,381030,2023/01/01 04:37:40+00,0.7,145.1,0,343.7,146.7,490.4,48234,11,1105,Conner Creek,3,-83.02346572,42.44390337,513673
-82.93664154,42.41644443,2.02237E+11,Cadieux Rd & Harper Ave,PHONE,SHOTS FIRED IP,SHOTS IP,1,5PCT  ,342010,2023/01/01 04:37:19+00,0.4,216.5,3.9,19.8,221.1,240.9,48224,5,505,Cornerstone Village,4,-82.93664154,42.41644443,513674
-83.21891047,42.35781943,2.02237E+11,Rosemont Ave & Joy Rd,W911 ,FELONIOUS ASSAULT IP,FA IP   ,1,6PCT  ,343010,2023/01/01 04:34:28+00,1,9.4,0,6.3,99.3,105.7,48228,6,607,Franklin Park,7,-83.21891047,42.35781943,513675
-83.13897358,42.39879403,2.02237E+11,Petoskey Ave & Bourke St,W911 ,SHOTS FIRED IP,SHOTS IP,1,10PCT ,342010,2023/01/01 04:34:13+00,2.4,55.3,5.1,1.4,63.6,65,48238,10,1001,Dexter-Fenkell,2,-83.13897358,42.39879403,513676
-83.12431797,42.31264443,2.02237E+11,Central St & W Vernor Hwy,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,4PCT  ,347020,2023/01/01 04:31:42+00,1.3,87.9,6.1,3.6,95.8,99.3,48209,4,407,Springwells,6,-83.12431797,42.31264443,513677
-82.94177599,42.42276758,2.02237E+11,Morang Dr & McKinney Ave,W911 ,AUTO X OR PED X - INJURIES,ACCINJ  ,1,9PCT  ,GL8719,2023/01/01 04:30:49+00,0,83.2,0,24.7,104.5,129.2,48224,9,907,Moross-Morang,4,-82.94177599,42.42276758,513678
-83.21179367,42.40848015,2.02237E+11,Gilchrist St & Puritan St,W911 ,AUTO X OR PED X - INJURIES,ACCINJ  ,1,8PCT  ,811010,2023/01/01 04:30:22+00,0,10.3,20.7,2.3,122.3,124.5,48227,8,812,Crary/St Marys,1,-83.21179367,42.40848015,513679
-82.97603345,42.3892958,2.02237E+11,E Warren Ave & Conner St,W911 ,KIDNAPPING,KIDNAP  ,1,5PCT  ,346010,2023/01/01 04:28:47+00,0.9,-3,0.2,9.2,4.6,13.8,48214,5,502,Chandler Park,4,-82.97603344,42.3892958,513680
-83.15666413,42.40790582,2.02237E+11,Wisconsin St & Pilgrim St,W911 ,MISSING SERIOUS,MISSSER ,1,12PCT ,844010,2023/01/01 04:27:33+00,1.3,1.4,32.9,49.4,36.4,85.7,48238,12,1211,Fitzgerald/Marygrove,2,-83.15666413,42.40790582,513681
-83.08978625,42.38917829,2.02237E+11,2nd Blvd & Collingwood St,W911 ,FELONIOUS ASSAULT IP,FA IP   ,1,10PCT ,343010,2023/01/01 04:26:32+00,3.6,1.1,31.3,33.2,37.4,70.6,48202,10,1005,Gateway Community,5,-83.08978625,42.38917829,513682
-82.97763722,42.41487804,2.02237E+11,Coplin St & Kilbourne Ave,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,9PCT  ,843020,2023/01/01 04:25:46+00,0.6,409.2,1.8,3.3,412.6,415.9,48213,9,909,Eden Gardens,4,-82.97763722,42.41487804,513683
-83.02141673,42.38800362,2.02237E+11,Van Dyke St & Harper Ave,W911 ,ONE OVER THE WHEEL,OVR     ,2,7PCT  ,842021,2023/01/01 04:24:05+00,0.9,113.1,7.1,27.4,123.1,150.5,48213,7,701,Airport Sub,3,-83.02141673,42.38800362,513684
-83.12866039,42.39654733,2.02237E+11,Kendall St & Ewald Cir,W911 ,DISTURBANCE,DISTURB ,3,10PCT ,825030,2023/01/01 04:22:39+00,0.8,0.1,7.2,7.9,8.5,16.4,48238,10,1003,Oakman Blvd Community,2,-83.12866039,42.39654733,513685
-83.23209406,42.35220272,2.02237E+11,Belton Ave & Minock St,E911 ,VICIOUS ANIMAL,VICANML ,2,6PCT  ,862020,2023/01/01 04:20:35+00,3.2,517.1,9.3,6.8,531.2,537.9,48228,6,610,Warrendale,7,-83.23209406,42.35220272,513686
-82.97140889,42.39112413,2.02237E+11,Anderdon St & McCoy Cir,W911 ,DV A/B I/P-J/H,DV A/B  ,1,5PCT  ,397010,2023/01/01 04:19:07+00,0.8,2.5,2.4,8.8,8,16.8,48213,5,502,Chandler Park,4,-82.97140889,42.39112413,513687
-82.94502659,42.37979644,2.02237E+11,Manistique St & Kercheval St,W911 ,SHOTS FIRED IP,SHOTS IP,1,5PCT  ,342010,2023/01/01 04:17:24+00,2.3,1.9,3.4,7.1,9.3,16.4,48215,5,510,Riverbend,4,-82.94502659,42.37979644,513688
-83.109491,42.29409598,2.02237E+11,S Solvay St & W Jefferson Ave,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,4PCT  ,843020,2023/01/01 04:16:16+00,0,130,4,56.4,134.2,190.6,48209,4,412,Delray,6,-83.109491,42.29409598,513689
-83.10287836,42.44699646,2.02237E+11,8 Mile Rd & John R St,E911 ,DISTURBANCE,DISTURB ,1,12PCT ,GL8777,2023/01/01 04:13:55+00,1.5,-0.4,4.8,39.4,7.2,46.5,48203,12,1205,Nolan,3,-83.10287836,42.44699646,513690
-82.98045419,42.41389209,2.02237E+11,Dickerson St & Kilbourne Ave,W911 ,UDAA I/P,UDAAIP  ,2,9PCT  ,372020,2023/01/01 04:12:53+00,2.5,573.3,3.1,4.4,578.9,583.3,48213,9,909,Eden Gardens,4,-82.98045419,42.41389209,513691
-83.20873076,42.4374452,2.02237E+11,Pembroke Ave & Murray Hill St,W911 ,MENTAL NOT VIOLENT,MENTPPRS,3,8PCT  ,852030,2023/01/01 04:11:58+00,2.8,332.8,0,0.2,335.8,336,48235,8,804,Greenfield,2,-83.20873076,42.4374452,513692
-82.93874562,42.4215309,2.02237E+11,Morang Dr & Marne St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,9PCT  ,843020,2023/01/01 04:11:00+00,1.4,206,3.2,31.7,210.6,242.4,48224,9,907,Yorkshire Woods,4,-82.93874562,42.4215309,513693
-82.95230189,42.41165418,2.02237E+11,Haverhill St & Somerset Ave,W911 ,VICIOUS ANIMAL,VICANML ,2,9PCT  ,862020,2023/01/01 04:10:23+00,0.5,272.9,2.5,2.5,275.9,278.4,48224,9,911,Outer Drive-Hayes,4,-82.95230189,42.41165418,513694
-82.93094689,42.40358481,2.02237E+11,Cornwall St & Grayton St,W911 ,ASSIST OTHER,AO      ,2,5PCT  ,831020,2023/01/01 04:10:15+00,0,298.8,13.7,9.1,312.5,321.6,48224,5,507,East English Village,4,-82.93094689,42.40358481,513695
-83.14154558,42.40755405,2.02237E+11,Pilgrim St & Stoepel St,W911 ,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,1,12PCT ,352010,2023/01/01 04:09:57+00,0.7,3.6,8.1,25.7,13.2,38.8,48238,12,1211,Fitzgerald/Marygrove,2,-83.14154558,42.40755405,513696
-83.1783494,42.38268938,2.02237E+11,E I 96 Service Drive & Schaefer Hwy,E911 ,INVESTIGATE PERSON,INVPERS ,3,2PCT  ,843030,2023/01/01 04:07:58+00,1.9,13.5,0,3.4,15.5,18.9,     ,2,204,Plymouth-Hubbell,7,-83.1783494,42.38268938,513697
-83.11438431,42.36536715,2.02237E+11,Dexter Ave & Pingree St,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,10PCT ,347020,2023/01/01 04:06:55+00,3.4,4.7,7.1,1.5,23.8,25.3,48206,10,1007,Jamison,5,-83.11438431,42.36536715,513698
-83.15935492,42.39524828,2.02237E+11,Lyndon St & Wyoming St,W911 ,DISTURBANCE,DISTURB ,3,2PCT  ,825030,2023/01/01 04:04:36+00,0.8,15.3,4.1,7.4,20.8,28.2,48238,2,203,Bethune Community,7,-83.15935492,42.39524828,513699
-82.95136134,42.39818606,2.02237E+11,Lakepointe St & E Warren Ave,W911 ,DV A/B I/P-J/H,DV A/B  ,1,5PCT  ,397010,2023/01/01 04:04:12+00,1.9,15.8,5.8,1.7,23.8,25.5,48224,5,506,Morningside,4,-82.95136134,42.39818606,513700
-82.99710675,42.37066345,2.02237E+11,Mack Ave & Rohns St,W911 ,MENTAL NOT VIOLENT,MENTPPRS,3,7PCT  ,852030,2023/01/01 04:02:22+00,4.7,179.3,0,0.8,185.8,186.6,48214,7,708,Gratiot Woods,5,-82.99710675,42.37066345,513701
-83.21351318,42.42109013,2.02237E+11,Thatcher St & Lindsay St,W911 ,INVESTIGATE PERSON,INVPERS ,3,8PCT  ,843030,2023/01/01 04:02:17+00,1.4,203.2,1.3,12.1,207,219.1,48235,8,808,College Park,2,-83.21351318,42.42109012,513702
-83.09609429,42.3821189,2.02237E+11,Chicago Blvd & Byron St,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,10PCT ,843020,2023/01/01 04:01:52+00,1.3,15,10,6.6,26.3,32.9,     ,10,1005,Boston Edison,5,-83.09609429,42.3821189,513703
-83.05994088,42.33681974,2.02237E+11,Grand River Ave & S I 75 Service Drive,W911 ,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2,3PCT  ,811020,2023/01/01 03:59:43+00,0.9,-0.1,8.2,17.3,11,28.3,     ,3,311,Midtown,6,-83.05994088,42.33681974,513704
-83.12211529,42.31355201,2.02237E+11,W Vernor Hwy & Stair St,W911 ,NARCOTICS I/P,NARCIP  ,3,4PCT  ,386035,2023/01/01 03:59:33+00,0.8,129.6,0.4,6.2,132,138.2,48209,4,409,Springwells,6,-83.12211529,42.31355201,513705
-83.23759802,42.39167913,2.02237E+11,Acacia St & Crescent Dr,W911 ,KIDNAPPING,KIDNAP  ,1,6PCT  ,346010,2023/01/01 03:58:14+00,0.8,15.4,3.1,25,19.8,44.7,48223,6,602,Brightmoor,1,-83.23759802,42.39167913,513706
-82.98926486,42.3714158,2.02237E+11,Cadillac Blvd & Goethe Ave,E911 ,SUICIDE THREAT,SUICTHRT,2,5PCT  ,312020,2023/01/01 03:56:18+00,2,521.2,9.8,11.4,533.4,544.8,48214,5,508,East Village,5,-82.98926486,42.3714158,513707
-83.21900025,42.40832909,2.02237E+11,Puritan St & Southfield Service Drive,W911 ,MISCELLANEOUS TRAFFIC,MISCTRAF,3,8PCT  ,817036,2023/01/01 03:56:00+00,1.1,214.5,9.6,1.4,225.5,226.9,     ,8,811,North Rosedale Park,1,-83.21900025,42.40832909,513708
-83.22707322,42.41909828,2.02237E+11,W Outer Dr & Stahelin Ave,PHONE,SHOTSPOTTER,SHOTSPT ,1,8PCT  ,SST342,2023/01/01 03:55:30+00,0.3,148.7,4.9,4,154.1,158.1,48219,8,807,Evergreen-Outer Drive,1,-83.22707322,42.41909828,513709
-83.28526577,42.41667834,2.02237E+11,Santa Maria St & Salem St,W911 ,DV A/B I/P-J/H,DV A/B  ,1,8PCT  ,397010,2023/01/01 03:54:29+00,0,25.1,2.1,4.5,134.5,139,48219,8,805,The Eye,1,-83.28526577,42.41667834,513710
-83.23947421,42.42166678,2.02237E+11,Glenco St & Vaughan St,PHONE,SHOTSPOTTER,SHOTSPT ,1,8PCT  ,SST342,2023/01/01 03:52:38+00,0.6,150.6,19.1,3.5,171.1,174.6,48219,8,806,Holcomb Community,1,-83.23947421,42.42166678,513711
-83.14353382,42.40189862,2.02237E+11,Monica St & Ellsworth St,W911 ,SHOTS FIRED IP,SHOTS IP,1,10PCT ,GL8734,2023/01/01 03:52:30+00,0.7,4.4,3.6,7.2,13.8,21,48238,10,1001,Chalfonte,7,-83.14353382,42.40189862,513712
-83.06650532,42.33948335,2.02237E+11,S M 10 Service Drive & Grand River Ave,E911 ,INVESTIGATE PERSON,INVPERS ,3,3PCT  ,843030,2023/01/01 03:51:39+00,1.5,5.6,0,54.1,7.3,61.3,48201,3,310,Midtown,6,-83.06650532,42.33948335,513713
-83.24525329,42.43123308,2.02237E+11,Patton St & Cambridge Ave,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,8PCT  ,843020,2023/01/01 03:48:59+00,2.2,192.2,4,2.8,198.6,201.4,48219,8,802,Evergreen Lahser 7/8,1,-83.24525329,42.43123308,513714
-83.15662674,42.43139603,2.02237E+11,Ohio St & W 7 Mile Rd,PHONE,PANIC / DURESS ALARM,PANIC   ,2,12PCT ,804020,2023/01/01 03:48:22+00,0.8,323.7,6.2,5.1,331.1,336.3,48221,12,1203,Bagley,2,-83.15662674,42.43139603,513715
-83.06271089,42.42590967,2.02237E+11,E Nevada St & Ryan Rd,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,11PCT ,843020,2023/01/01 03:48:11+00,0,19.5,17.6,15,38.3,53.3,48212,11,1107,Conant Gardens,3,-83.06271089,42.42590967,513716
-83.04257965,42.33272061,2.02237E+11,Brush St & E Fort St,W911 ,ASSIST CITIZEN,ASTCITZ ,3,3PCT  ,W8530 ,2023/01/01 03:47:53+00,2.8,1.2,4.3,4.1,8.2,12.3,48226,3,312,Downtown,5,-83.04257965,42.3327206,513717
-83.20255623,42.36172516,2.02237E+11,Rutherford St & Cathedral St,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,6PCT  ,347020,2023/01/01 03:46:56+00,0.6,286.8,3,16.2,290.5,306.7,48228,6,608,Joy Community,7,-83.20255623,42.36172516,513718
-83.11523902,42.42004369,2.02237E+11,Alwyne Ln & Whitmore Rd,W911 ,BURGLARY BUSINESS IP,BBUGIP  ,1,12PCT ,GL8744,2023/01/01 03:43:41+00,1.7,4.1,6.3,2.4,12.7,15.1,48203,12,1209,Palmer Park,2,-83.11523902,42.42004368,513719
-83.1824387,42.42195132,2.02237E+11,Lesure St & Thatcher St,W911 ,SHOTS FIRED IP,SHOTS IP,1,12PCT ,342010,2023/01/01 03:40:44+00,1.2,3.7,4.7,5.6,10.2,15.8,48235,12,1206,Winship,2,-83.1824387,42.42195132,513720
-83.05819582,42.36117193,2.02237E+11,St Antoine St & Farnsworth St,W911 ,PPO VIOLATION I/P,PPOIP   ,3,3PCT  ,398030,2023/01/01 03:38:55+00,0.9,1.8,8.2,22.7,11.7,34.4,48202,3,306,Cultural Center,5,-83.05819582,42.36117193,513721
-83.11523902,42.42004369,2.02237E+11,Alwyne Ln & Whitmore Rd,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,12PCT ,843020,2023/01/01 03:37:03+00,0.7,44.9,3.2,22.6,48.8,71.4,48203,12,1209,Palmer Park,2,-83.11523902,42.42004368,513722
-83.0530345,42.34015909,2.02237E+11,Woodward Ave & S I 75 Service Drive,W911 ,PARKING COMPLAINT,PARK    ,3,3PCT  ,814035,2023/01/01 03:34:31+00,3.3,2.1,4.2,15.7,11.3,27,     ,3,311,Brush Park,6,-83.05303449,42.34015909,513723
-83.20434735,42.40679694,2.02237E+11,Rutherford St & Pilgrim St,W911 ,PERSON WITH WEAPON,WEAPON  ,2,8PCT  ,345020,2023/01/01 03:34:26+00,1.9,158.1,6.4,8.2,169,177.2,48227,8,812,Crary/St Marys,1,-83.20434735,42.40679693,513724
-83.16880854,42.43846886,2.02237E+11,Pembroke Ave & Monte Vista St,W911 ,SHOTS FIRED IP,SHOTS IP,1,12PCT ,342010,2023/01/01 03:33:58+00,1.2,-0.9,10.2,15.1,12.6,27.7,48221,12,1202,McDowell,2,-83.16880853,42.43846886,513725
-83.12503318,42.44651033,2.02237E+11,Woodward Ave & 8 Mile Rd,W911 ,MISCELLANEOUS TRAFFIC,MISCTRAF,3,12PCT ,817036,2023/01/01 03:32:42+00,1.2,0.4,1.8,9.1,3.5,12.6,     ,12,1205,,,-83.12503318,42.44651033,513726
-83.22102956,42.38661691,2.02237E+11,Schoolcraft St & Penrod St,W911 ,AUTO X UNK INJ / IMPAIRED,ACCUNK  ,2,8PCT  ,811020,2023/01/01 03:31:12+00,1.1,18.3,3.4,20.2,23,43.2,48223,8,813,Grandmont #1,1,-83.22102956,42.38661691,513727
-83.1887638,42.37040936,2.02237E+11,Elmira St & Marlowe St,W911 ,DV A/B I/P-J/H,DV A/B  ,1,2PCT  ,397010,2023/01/01 03:30:16+00,1.8,3,3.4,100.7,8.7,109.4,48227,2,207,Plymouth-Hubbell,7,-83.1887638,42.37040936,513728
-83.21079906,42.43388059,2.02237E+11,Ferguson St & Vassar Ave,PHONE,SHOTSPOTTER,SHOTSPT ,1,8PCT  ,SST342,2023/01/01 03:27:47+00,41.1,10.3,12.8,45.2,64.2,109.5,48235,8,804,Greenfield,2,-83.21079906,42.43388059,513729
-83.24140935,42.39573764,2.02237E+11,Stout St & Eaton St,W911 ,SHOTS FIRED IP,SHOTS IP,1,6PCT  ,342010,2023/01/01 03:26:32+00,0.6,6.9,6.6,9.3,14.9,24.2,48223,6,602,Brightmoor,1,-83.24140935,42.39573764,513730
-83.20959881,42.43028298,2.02237E+11,Asbury Park & W 7 Mile Rd,W911 ,DISTURBANCE,DISTURB ,3,8PCT  ,825030,2023/01/01 03:24:12+00,3.5,18.2,2.2,5,23.9,28.9,48235,8,804,Greenfield,2,-83.20959881,42.43028298,513731
-83.12032683,42.32648497,2.02237E+11,Dennis St & Cicotte St,W911 ,DISTURBANCE,DISTURB ,3,4PCT  ,825030,2023/01/01 03:23:40+00,2.6,170.8,1.1,4.5,175.3,179.8,48210,4,405,Michigan-Martin,6,-83.12032683,42.32648497,513732
-83.05839552,42.42600494,2.02237E+11,E Nevada St & Justine St,W911 ,SHOTS FIRED IP,SHOTS IP,1,11PCT ,342010,2023/01/01 03:22:13+00,0.6,0.8,2.9,9.2,5.6,14.8,48234,11,1108,Krainz Woods,3,-83.05839552,42.42600494,513733
-83.14500123,42.38943342,2.02237E+11,Ewald Cir & San Juan Dr,W911 ,UNKNOWN PROBLEM,UNKPROB ,2,10PCT ,843020,2023/01/01 03:20:50+00,1.2,0,5.1,19.6,6.7,26.3,48238,10,1002,Oakman Blvd Community,7,-83.14500123,42.38943342,513734
-83.2081095,42.39167218,2.02237E+11,Asbury Park & Acacia St,W911 ,SHOTS FIRED IP,SHOTS IP,1,8PCT  ,342010,2023/01/01 03:16:36+00,0.8,4.6,8.4,17,14.1,31.1,48227,8,814,Greenfield-Grand River,1,-83.2081095,42.39167218,513735
-83.22182539,42.43175631,2.02237E+11,Cambridge Ave & Rosemont Ave,PHONE,SHOTSPOTTER,SHOTSPT ,1,8PCT  ,SST342,2023/01/01 03:16:01+00,3.8,0,13.5,11.2,20.1,31.4,48219,8,803,O'Hair Park,1,-83.22182539,42.43175631,513736
-83.20442772,42.40866272,2.02237E+11,Puritan St & Rutherford St,W911 ,FELONIOUS ASSAULT IP,FA IP   ,1,8PCT  ,343010,2023/01/01 03:13:35+00,1.2,1.1,5.8,4.3,10.4,14.7,48227,8,812,Crary/St Marys,1,-83.20442772,42.40866272,513737
-83.19879261,42.40331302,2.02237E+11,Keeler St & Greenfield Rd,W911 ,BURGLARY OCCUPIED RESD I/P,HI1 I/P ,1,2PCT  ,352010,2023/01/01 03:13:17+00,0.9,-0.2,4.3,15.8,6.6,22.3,48227,2,201,Belmont,1,-83.19879261,42.40331302,513738
-82.99110792,42.4245783,2.02237E+11,E McNichols Rd & Fairport St,PHONE,SHOTSPOTTER,SHOTSPT ,1,9PCT  ,SST342,2023/01/01 03:09:26+00,0.4,1.6,3.3,8.4,5.3,13.7,48205,9,905,Von Steuben,3,-82.99110792,42.4245783,513739
-83.23510965,42.33584195,2.02237E+11,Evergreen Rd & Ann Arbor Trl,W911 ,ASSAULT AND BATTERY IP-JH,AB IP/JH,2,6PCT  ,347020,2023/01/01 03:08:45+00,3.6,264.8,7.8,7.4,277,284.4,48228,6,612,Warrendale,7,-83.23510964,42.33584195,513740
